pc1,pc2
-2.6841256259695374,-0.31939724658510066
-2.714141687294326,0.17700122506478078
-2.8889905690592967,0.1449494260855579
-2.74534285564141,0.3182989792519167
-2.7287165365545305,-0.3267545129349196
-2.2808596328444932,-0.7413304490629148
-2.820537750740609,0.08946138452856905
-2.626144973146633,-0.16338495969832825
-2.886382731780553,0.5783117541867043
-2.672755797820954,0.11377424587411754
-2.506947090651857,-0.6450688986485733
-2.612755230908723,-0.01472993916137405
-2.786109266188018,0.23511200020171916
-3.2238037438656524,0.5113945870063826
-2.6447503899420313,-1.1787646364375748
-2.3860390335311346,-1.3380623304006527
-2.6235278752244273,-0.8106795141812577
-2.6482967062543823,-0.31184914459335444
-2.199820323617581,-0.8728390389622104
-2.587986399878769,-0.5135603087492767
-2.310256215242519,-0.3913459356538935
-2.5437052287571573,-0.4329960632790282
-3.215939415648612,-0.13346806953852564
-2.3027331822262074,-0.09870885481409922
-2.355754049123773,0.03728185967738307
-2.506668906925822,0.14601688049526834
-2.468820073121339,-0.1309514894352501
-2.5623199061960165,-0.3677188574341994
-2.639534715384543,-0.31203998023528234
-2.6319893872743463,0.19696122492431511
-2.5873984766893527,0.20431849127413404
-2.409932497002176,-0.4109242642295725
-2.648862334349913,-0.8133638202969617
-2.5987367491005884,-1.0931457594493565
-2.6369268781057995,0.12132234786586372
-2.8662416521186698,-0.06936447158008012
-2.6252380498503736,-0.5993700213794232
-2.8006841154482225,-0.26864373779798184
-2.9805020437819936,0.48795834442861574
-2.5900063139680967,-0.2290438368270121
-2.7701024260279024,-0.2635275337442563
-2.849368705043103,0.9409605736411975
-2.9974065465949074,0.34192605747161015
-2.405614485097486,-0.18887142893026054
-2.2094892377836803,-0.4366631416391876
-2.714451426757708,0.25020820418521156
-2.5381482589989406,-0.5037711444614372
-2.8394621676428504,0.2279455694938281
-2.543085749830394,-0.5794100215198889
-2.70335978233516,-0.10770608249941116
1.2848256888583502,-0.6851604704673081
0.9324885323123175,-0.3183336382626287
1.4643023219913929,-0.5042628153092037
0.18331771995837065,0.8279590118206326
1.0881032577116652,-0.07459067519771573
0.6416690842580773,0.4182468715686791
1.095060662632446,-0.2834682700615291
-0.7491226698296569,1.0048909611818955
1.0441318260534347,-0.22836189978839486
-0.008745404082895925,0.723081905004834
-0.5078408838353254,1.2659711905263942
0.511698557447597,0.1039812354990404
0.2649765081120463,0.5500364636804758
0.9849345104708898,0.1248178541263578
-0.1739253716817682,0.25485420870258935
0.9278607809442465,-0.4671794944415101
0.6602837616969367,0.35296966572385047
0.23610499331767132,0.33361076682491614
0.9447337280198129,0.5431455507797671
0.045226976298699775,0.583834377471865
1.116283177350049,0.08461685219478765
0.35788841799730675,0.06892503165601435
1.2981838753589134,0.32778730833391795
0.9217289224470365,0.18273779362136822
0.7148533259114109,-0.14905594436978423
0.9001743731721664,-0.3285044738343228
1.3320244367220877,-0.24444087601634273
1.5578021550660694,-0.2674954473102544
0.813290649817541,0.1633503006876164
-0.30558377802430925,0.3682621897545886
-0.06812649206836359,0.7051721317994659
-0.1896224723785019,0.680286763528134
0.13642871155801461,0.31403243824923716
1.3800264359155108,0.4209542873138822
0.5880064433398633,0.48428741998121827
0.8068583125004115,-0.19418231471315106
1.2206908824443519,-0.4076195936110067
0.8150952357665994,0.37203705990950253
0.24595767988669215,0.26852439662201505
0.16641321714545682,0.6819267248636269
0.4648002884037792,0.6707115445117209
0.8908151984694488,0.03446444436826919
0.23054802355945514,0.4043858480073257
-0.7045317592446634,1.0122482275317144
0.35698149470104684,0.5049100933371089
0.331934479945058,0.21265468378117017
0.37621565106667004,0.2932189292514192
0.6425760075543373,-0.017738190112415814
-0.9064698649488359,0.7560933665990142
0.29900084187814296,0.3488978064503362
2.531192727803627,0.009849109498801106
1.4152358767039022,0.5749163475464891
2.6166760159956888,-0.34390315134173427
1.971531053043435,0.17972790435224562
2.3500059200446395,0.04026094714253074
3.397038736053257,-0.550836673028055
0.5212322439097741,1.192758727000645
2.932587068993688,-0.3555000029774956
2.321228816573377,0.24383150231069128
2.9167509667860707,-0.782791948815279
1.6617741536365305,-0.24222840775506738
1.8034019529650904,0.21563761733355546
2.165591796080144,-0.21627558507402483
1.3461635794584512,0.7768183473443392
1.5859282238732206,0.5396407140267178
1.904456374793426,-0.11925069209197339
1.9496890593990686,-0.041943259663211205
3.4870553642902777,-1.175739329713429
3.795645422072883,-0.257322973420479
1.300791712637657,0.7611496364350641
2.4278179130660447,-0.37819601261705116
1.1990011054655603,0.60609152775793
3.4999200389245364,-0.46067409891189426
1.3887661316914648,0.204399327352151
2.2754305038722036,-0.33499060582167756
2.6140904738108297,-0.5609013551230773
1.2585081605114872,0.1797047947227466
1.2911320591150204,0.11666865117401129
2.123608722773894,0.20972947667730263
2.388003016003467,-0.4646398047087356
2.8416727781038693,-0.3752691671951026
3.230673661432091,-1.374165086793047
2.159437642489049,0.2172775786690488
1.4441612423295092,0.14341341045758121
1.7812948100451118,0.49990168107813726
3.0764999316871866,-0.6880856775711758
2.1442433143020807,-0.14006420108979087
1.905098148814075,-0.0493005260130301
1.1693263393414997,0.16499026202310935
2.107611143257241,-0.3722878719607979
2.314154705235599,-0.18365127916901952
1.9222678009025997,-0.4092034668160628
1.4152358767039022,0.5749163475464891
2.563013375077475,-0.2778626029291951
2.418746182732824,-0.30479819785469275
1.944109794546967,-0.18753230280060573
1.5271666148145169,0.3753169825804884
1.764345717044428,-0.07885885451847595
1.9009416142184226,-0.11662795851202447
1.3901888619479135,0.2826609379905504
